Name
Mega Bank Nepal Ltd. Kantipath Kathmandu
Laxmi Bank Ltd. Hattisar Kathmandu
Civil Bank Ltd. Kamaladi Kathmandu
Nabil Bank Ltd. Durbarmarg Kathmandu
Citizens Bank International Ltd. Kamaladi Ktm.
Siddhartha Bank Ltd. Hattisar Kathmandu
Lumbini  Bank Ltd. Naxal Kathmandu
Prabhu Bank Ltd. Babarmahal Kathmandu
Sunrise Bank Ltd. Gairhidhara Kathmandu
Century Commercial Bank Ltd. Putalisadak Ktm.
Nepal Bangladesh Bank Ltd. Kathmandu
NMB Bank Limited Babarmahal Kathmandu
Sanima Bank Ltd. Naxal Kathmandu
Janata Bank Ltd. Naya Baneshwor Kathmandu
Agriculture Development Bank Ltd. Kathmandu
Machhapuchchhre Bank Ltd. Lazimpat Ktm.
NIC Asia Bank Ltd. Thapathali Kathmandu
Biratlaxmi Bikas Bank Ltd. Biratnagar
Sahayogi Bikas Bank Ltd. Dhanusha
Bagmati Development Bank Ltd. Sarlahi
Infrastructure Development Bank Ltd. Ghantaghar
NIDC Development Bank Ltd. Durbarmarg Ktm
Kailash Bikas Bank Ltd. Putalisadak Kathmandu
Supreme Development Bank Ltd. Tinkune Ktm.
Apex Development Bank Ltd. Hattisar Ktm.
Deva Bikas Bank Ltd. Laldurbar Kathmandu
Ace Development Bank Ltd. Naxal Kathmandu
Kasthamandap Development Bank Ltd. Ktm.
International Development Bank Ltd. Ktm.
Sangrila Development Bank Ltd. Kathmandu
Reliable Development Bank Ltd. Kathmandu
Triveni Bikas Bank Ltd. Thapathali Ktm.
Om Development Bank Limited Pokhara
Bhargav Bikas Bank Ltd. Nepalgunj
Malika Bikas Bank Ltd. Dhangadhi
Sajha Bikas Bank Ltd. Dhangadhi
Sagarmatha Merchant Bank and Finance Ltd. Lalitpur
Guheshwori Merchant and Finance Ltd. Lalitpur
ICFC Finance Ltd. Bhatbhateni Kathmandu
Jebils Finance Ltd. New Road Kathmandu
Goodwill Finance Ltd. Hattisar Kathmandu
Unique Finance Ltd. Putalisadak Kathmandu
Citizen Investment Trust Kathmandu
Nepal Investment Bank Ltd. Durbarmarg Ktm.
Global IME Bank Ltd. Panipokhari Ktm.
Excel Development Bank Ltd. Birtamod Jhapa
Araniko Development Bank Ltd. Dhulikhel Kavre
Yeti Developent Bank Ltd. Durbarmarg Ktm.
Central Finance Ltd. Kupondol Lalitpur
International Leasing and Finance Co. Ltd. Ktm
Shree Investment and Finance Co. Ltd. Ktm.
